,Provincia,Poblacion
4163,BUENOS AIRES,63
4164,SAN LUIS,0
4165,BUENOS AIRES,39511
4166,BUENOS AIRES,96240
4167,BUENOS AIRES,18082
4168,BUENOS AIRES,207
4169,BUENOS AIRES,485
4170,BUENOS AIRES,13224
4171,BUENOS AIRES,592
4172,BUENOS AIRES,639
4173,BUENOS AIRES,0
4174,BUENOS AIRES,11666
4175,BUENOS AIRES,17205
4176,BUENOS AIRES,24967
4177,BUENOS AIRES,7948
4178,BUENOS AIRES,150
4179,BUENOS AIRES,8061
4180,BUENOS AIRES,14923
4181,BUENOS AIRES,47339
4182,SAN LUIS,427
4183,BUENOS AIRES,27261
4184,BUENOS AIRES,12014
4185,BUENOS AIRES,35234
4186,BUENOS AIRES,74242
4187,BUENOS AIRES,23668
4188,BUENOS AIRES,9122
4189,CABA,44132
4190,CORDOBA,122
4191,CORDOBA,225
4192,CORDOBA,3361
4193,CORDOBA,658
4194,CORDOBA,471
4195,CORDOBA,5
4196,CORDOBA,6351
4197,CORDOBA,5207
4198,CORDOBA,153
4199,CABA,64436
4200,ENTRE RIOS,0
4201,ENTRE RIOS,30623
4202,ENTRE RIOS,138
4203,ENTRE RIOS,399
4204,ENTRE RIOS,631
4205,ENTRE RIOS,0
4206,ENTRE RIOS,348
4207,CABA,27761
4208,MENDOZA,0
4209,MENDOZA,82615
4210,MENDOZA,0
4211,MENDOZA,8531
4212,MENDOZA,0
4213,SAN LUIS,0
4214,CABA,17489
4215,MENDOZA,292
4216,MENDOZA,4561
4217,MENDOZA,0
4218,MENDOZA,0
4219,MENDOZA,0
4220,MENDOZA,194
4221,MENDOZA,399
4222,MENDOZA,0
4223,CORDOBA,186
4224,CORDOBA,46
4225,CORDOBA,108
4226,CORDOBA,0
4227,CORDOBA,0
4228,CORDOBA,1189
4229,CORDOBA,504
4230,CORDOBA,60
4231,CORDOBA,168
4232,CORDOBA,535
4233,CORDOBA,719
4234,CORDOBA,418
4235,CORDOBA,2283
4236,CORDOBA,920
4237,CORDOBA,184
4238,CORDOBA,0
4239,CORDOBA,727
4240,CORDOBA,165
4241,CORDOBA,398
4242,CORDOBA,8
4243,BUENOS AIRES,4179
4244,BUENOS AIRES,90
4245,BUENOS AIRES,2004
4246,BUENOS AIRES,4321
4247,BUENOS AIRES,265
4248,BUENOS AIRES,308
4249,BUENOS AIRES,15394
4250,BUENOS AIRES,338
4251,BUENOS AIRES,1291
4252,BUENOS AIRES,799
4253,BUENOS AIRES,0
4254,CORDOBA,1210
4255,CORDOBA,967
4256,CORDOBA,3103
4257,CORDOBA,29854
4258,CORDOBA,34
4259,CORDOBA,3305
4260,CORDOBA,1718
4261,CORDOBA,22147
4262,CORDOBA,6105
4263,CORDOBA,9890
4264,CORDOBA,73
4265,FORMOSA,1131
4266,FORMOSA,583
4267,FORMOSA,3970
4268,FORMOSA,0
4269,FORMOSA,374
4270,FORMOSA,2802
4271,FORMOSA,2660
4272,FORMOSA,4628
4273,FORMOSA,1056
4274,FORMOSA,1290
4275,FORMOSA,12798
4276,FORMOSA,1134
4277,FORMOSA,173
4278,FORMOSA,6615
4279,FORMOSA,346
4280,FORMOSA,4523
4281,ENTRE RIOS,2726
4282,ENTRE RIOS,1791
4283,ENTRE RIOS,32881
4284,FORMOSA,370
4285,FORMOSA,146
4286,FORMOSA,745
4287,FORMOSA,3617
4288,FORMOSA,63
4289,FORMOSA,1225
4290,FORMOSA,736
4291,FORMOSA,528
4292,FORMOSA,224
4293,FORMOSA,933
4294,FORMOSA,222218
4295,FORMOSA,916
4296,JUJUY,630
4297,JUJUY,1388
4298,JUJUY,70
4299,JUJUY,0
4300,JUJUY,257970
4301,JUJUY,1953
4302,JUJUY,2563
4303,JUJUY,1321
4304,JUJUY,700
4305,JUJUY,13623
4306,JUJUY,0
4307,JUJUY,864
4308,JUJUY,211
4309,JUJUY,326
4310,JUJUY,11591
4311,JUJUY,2720
